#	"City ID"	"City Name"	"Airport code"	"Country ID"	"Country name"#	"Region ID"	"Region name"	"Continent ID"	"Continent name"	"Hemisphere ID"
	235	Axum	AXU	67	Ethiopia	4	Eastern Africa	0	Africa	1
	236	Bahar Dar	BJR	67	Ethiopia	4	Eastern Africa	0	Africa	1
	237	Arba Minch	AMH	67	Ethiopia	4	Eastern Africa	0	Africa	1
	238	Gonder	GDQ	67	Ethiopia	4	Eastern Africa	0	Africa	1
	239	Gode	GDE	67	Ethiopia	4	Eastern Africa	0	Africa	1
	240	Kebri Dehar	ABK	67	Ethiopia	4	Eastern Africa	0	Africa	1
	241	Asosa	ASO	67	Ethiopia	4	Eastern Africa	0	Africa	1
	242	Lalibela	LLI	67	Ethiopia	4	Eastern Africa	0	Africa	1
	243	Ciudad del Este	AGT	173	Paraguay	14	South America	5	South America	2
	244	Asuncion	ASU	173	Paraguay	14	South America	5	South America	2
	245	Tabuk	TUU	180	Saudi Arabia	20	Western Asia	1	Asia	0
	246	Turaif	TUI	180	Saudi Arabia	20	Western Asia	1	Asia	0
	247	Dammam	DMM	180	Saudi Arabia	20	Western Asia	1	Asia	0
	248	Nejran	EAM	180	Saudi Arabia	20	Western Asia	1	Asia	1
	249	Hofuf	HOF	180	Saudi Arabia	20	Western Asia	1	Asia	0
	250	Gurayat	URY	180	Saudi Arabia	20	Western Asia	1	Asia	0
	251	Jouf	AJF	180	Saudi Arabia	20	Western Asia	1	Asia	0
	252	Madinah	MED	180	Saudi Arabia	20	Western Asia	1	Asia	0
	253	Hail	HAS	180	Saudi Arabia	20	Western Asia	1	Asia	0
	254	Wadi al Dawaser	WAE	180	Saudi Arabia	20	Western Asia	1	Asia	1
	255	Yanbu al Bahr	YNB	180	Saudi Arabia	20	Western Asia	1	Asia	0
	256	Riyadh	RUH	180	Saudi Arabia	20	Western Asia	1	Asia	0
	257	Gassim	ELQ	180	Saudi Arabia	20	Western Asia	1	Asia	0
	258	Jazan	GIZ	180	Saudi Arabia	20	Western Asia	1	Asia	1
	259	Abha	AHB	180	Saudi Arabia	20	Western Asia	1	Asia	1
	260	Sharurah	SHW	180	Saudi Arabia	20	Western Asia	1	Asia	1
	261	Wedjh	EJH	180	Saudi Arabia	20	Western Asia	1	Asia	0
	262	Jeddah	JED	180	Saudi Arabia	20	Western Asia	1	Asia	1
	263	Al Baha	ABT	180	Saudi Arabia	20	Western Asia	1	Asia	1
	264	Bisha	BHH	180	Saudi Arabia	20	Western Asia	1	Asia	1
	265	Rafha	RAH	180	Saudi Arabia	20	Western Asia	1	Asia	0
	266	Arar	RAE	180	Saudi Arabia	20	Western Asia	1	Asia	0
	267	Taif	TIF	180	Saudi Arabia	20	Western Asia	1	Asia	1
	268	Qaisumah	AQI	180	Saudi Arabia	20	Western Asia	1	Asia	0
	269	Al Ula	ULH	180	Saudi Arabia	20	Western Asia	1	Asia	0
	270	Dawadmi	DWD	180	Saudi Arabia	20	Western Asia	1	Asia	0
	271	Beirut	BEY	119	Lebanon	20	Western Asia	1	Asia	0
	272	Ljubljana	LJU	195	Slovenia	18	Southern Europe	2	Europe	0
	273	Bobo Dioulasso	BOY	18	Burkina Faso	19	Western Africa	0	Africa	1
	274	Ouagadougou	OUA	18	Burkina Faso	19	Western Africa	0	Africa	1
	275	Berne	BRN	37	Switzerland	21	Western Europe	2	Europe	0
	276	Zurich	ZRH	37	Switzerland	21	Western Europe	2	Europe	0
	277	Lugano	LUG	37	Switzerland	21	Western Europe	2	Europe	0
	278	Altenrhein	ACH	37	Switzerland	21	Western Europe	2	Europe	0
	279	Geneva	GVA	37	Switzerland	21	Western Europe	2	Europe	0
	280	Zouerate	OUZ	143	Mauritania	19	Western Africa	0	Africa	1
	281	Nema	EMN	143	Mauritania	19	Western Africa	0	Africa	1
	282	Nouadhibou	NDB	143	Mauritania	19	Western Africa	0	Africa	1
	283	Nouakchott	NKC	143	Mauritania	19	Western Africa	0	Africa	1
	284	Split	SPU	93	Croatia	18	Southern Europe	2	Europe	0
	285	Dubrovnik	DBV	93	Croatia	18	Southern Europe	2	Europe	0
	286	Rijeka	RJK	93	Croatia	18	Southern Europe	2	Europe	0
	287	Zagreb	ZAG	93	Croatia	18	Southern Europe	2	Europe	0
	288	Zadar	ZAD	93	Croatia	18	Southern Europe	2	Europe	0
	289	Osijek	OSI	93	Croatia	18	Southern Europe	2	Europe	0
	290	Pula	PUY	93	Croatia	18	Southern Europe	2	Europe	0
	291	La Serena	LSC	38	Chile	14	South America	5	South America	2
	292	Balmaceda	BBA	38	Chile	14	South America	5	South America	2
	293	Puerto Natales	PNT	38	Chile	14	South America	5	South America	2
	294	Calama	CJC	38	Chile	14	South America	5	South America	1
	295	El Salvador	ESR	38	Chile	14	South America	5	South America	2
	296	Santiago (CL)	SCL	38	Chile	14	South America	5	South America	2
	297	Valdivia	ZAL	38	Chile	14	South America	5	South America	2
	298	Temuco	ZCO	38	Chile	14	South America	5	South America	2
	299	Easter Island	IPC	38	Chile	14	South America	5	South America	2
	300	Castro	MHC	38	Chile	14	South America	5	South America	2
	301	Osorno	ZOS	38	Chile	14	South America	5	South America	2
	302	Antofagasta	ANF	38	Chile	14	South America	5	South America	2
	303	Concepcion	CCP	38	Chile	14	South America	5	South America	2
	304	Pucon	ZPC	38	Chile	14	South America	5	South America	2
	305	Copiapo	CPO	38	Chile	14	South America	5	South America	2
	306	Punta Arenas	PUQ	38	Chile	14	South America	5	South America	2
	307	Iquique	IQQ	38	Chile	14	South America	5	South America	1
	308	Arica	ARI	38	Chile	14	South America	5	South America	1
	309	Puerto Montt	PMC	38	Chile	14	South America	5	South America	2
	310	Korla	KRL	39	China	5	Eastern Asia	1	Asia	0
	311	Jinzhou	JNZ	39	China	5	Eastern Asia	1	Asia	0
	312	Jining	JNG	39	China	5	Eastern Asia	1	Asia	0
	313	Ulanhot	HLH	39	China	5	Eastern Asia	1	Asia	0
